sample_id,image_id,class_name,image_label,label,image_path,mask_paths,mask_path,split,height,width,image_area,gt_area,gt_area_ratio,mask_quartile
forged__62463,62463,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62463.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62463.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62463.npy,train,2592,3888,10077696,281749,0.027957680009398973,Q4
forged__62504,62504,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62504.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62504.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62504.npy,train,1200,1600,1920000,6090,0.003171875,Q2
forged__62623,62623,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62623.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62623.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62623.npy,train,360,360,129600,8193,0.06321759259259259,Q3
forged__62625,62625,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62625.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62625.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62625.npy,train,520,696,361920,8916,0.02463527851458886,Q3
forged__62628,62628,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62628.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62628.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62628.npy,train,1200,1600,1920000,19192,0.009995833333333334,Q3
forged__62643,62643,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62643.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62643.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62643.npy,train,666,1000,666000,78326,0.1176066066066066,Q4
forged__62733,62733,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62733.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62733.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62733.npy,train,256,320,81920,6360,0.07763671875,Q2
forged__62748,62748,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62748.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62748.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62748.npy,train,512,632,323584,10811,0.033410180973101264,Q3
forged__62754,62754,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62754.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62754.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62754.npy,train,1024,1024,1048576,2696,0.00257110595703125,Q2
forged__62767,62767,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62767.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62767.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62767.npy,train,128,813,104064,5058,0.04860470479704797,Q2
forged__62828,62828,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62828.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62828.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62828.npy,train,170,1581,268770,20622,0.07672731331621833,Q3
forged__62833,62833,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62833.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62833.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62833.npy,train,512,512,262144,1005,0.003833770751953125,Q1
forged__62848,62848,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62848.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62848.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62848.npy,train,167,538,89846,9588,0.10671593615742493,Q3
forged__62893,62893,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/62893.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62893.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/62893.npy,train,178,254,45212,2349,0.051955233123949396,Q1
forged__6301,6301,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6301.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6301.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6301.npy,train,256,320,81920,975,0.01190185546875,Q1
forged__63025,63025,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63025.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63025.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63025.npy,train,1912,2568,4910016,21896,0.0044594559365998,Q3
forged__6309,6309,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6309.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6309.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63095.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6309.npy,train,116,830,96280,26450,0.27471956792687996,Q3
forged__63095,63095,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63095.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63095.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63095.npy,train,1912,2568,4910016,38071,0.00775374255399575,Q4
forged__63100,63100,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63100.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63100.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63100.npy,train,666,1000,666000,65535,0.0984009009009009,Q4
forged__63102,63102,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63102.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63102.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63102.npy,train,256,256,65536,381,0.0058135986328125,Q1
forged__63197,63197,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63197.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63197.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63197.npy,train,1200,1600,1920000,12621,0.0065734375,Q3
forged__63205,63205,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63205.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63205.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63205.npy,train,204,1867,380868,24454,0.06420597162271444,Q3
forged__63224,63224,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63224.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63224.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63224.npy,train,144,652,93888,6106,0.06503493524199046,Q2
forged__63257,63257,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63257.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63257.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63257.npy,train,666,1000,666000,127286,0.1911201201201201,Q4
forged__63262,63262,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63262.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63262.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63262.npy,train,512,512,262144,1995,0.007610321044921875,Q1
forged__63282,63282,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63282.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63282.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63282.npy,train,404,447,180588,6642,0.036779852481892486,Q2
forged__63286,63286,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63286.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63286.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63286.npy,train,512,512,262144,1770,0.00675201416015625,Q1
forged__63312,63312,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63312.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63312.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63312.npy,train,86,1123,96578,19116,0.19793327672969,Q3
forged__63348,63348,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63348.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63348.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63348.npy,train,3888,2592,10077696,462688,0.04591208149164253,Q4
forged__63350,63350,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63350.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63350.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63350.npy,train,360,360,129600,6777,0.05229166666666667,Q2
forged__63357,63357,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63357.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63357.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63357.npy,train,922,771,710862,2790,0.003924812410847675,Q2
forged__63371,63371,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63371.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63371.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63371.npy,train,520,696,361920,3107,0.008584770114942528,Q2
forged__63397,63397,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63397.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63397.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63397.npy,train,1200,1600,1920000,4596,0.00239375,Q2
forged__63425,63425,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63425.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63425.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63425.npy,train,238,683,162554,31020,0.19082889378298903,Q4
forged__63531,63531,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63531.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63531.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63531.npy,train,256,256,65536,618,0.009429931640625,Q1
forged__63544,63544,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63544.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63544.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63544.npy,train,256,256,65536,414,0.006317138671875,Q1
forged__63547,63547,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63547.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63547.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63547.npy,train,666,1000,666000,58231,0.08743393393393394,Q4
forged__63687,63687,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63687.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63687.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63687.npy,train,666,1000,666000,54907,0.08244294294294294,Q4
forged__63689,63689,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63689.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63689.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63689.npy,train,72,641,46152,5468,0.11847807245623158,Q2
forged__63694,63694,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63694.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63694.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63694.npy,train,3888,2592,10077696,1172234,0.1163196429025047,Q4
forged__63707,63707,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63707.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63707.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63707.npy,train,666,1000,666000,45820,0.0687987987987988,Q4
forged__63757,63757,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63757.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63757.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63757.npy,train,1200,1600,1920000,7227,0.0037640625,Q2
forged__63793,63793,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63793.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63793.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63793.npy,train,360,360,129600,6412,0.04947530864197531,Q2
forged__63798,63798,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63798.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63798.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63798.npy,train,98,588,57624,7896,0.13702623906705538,Q3
forged__63839,63839,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63839.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63839.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63839.npy,train,415,477,197955,3172,0.016023843802884494,Q2
forged__63871,63871,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63871.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63871.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63871.npy,train,514,488,250832,1667,0.006645882503029917,Q1
forged__639,639,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/639.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/639.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63918.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63947.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63968.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/639.npy,train,256,256,65536,327,0.0049896240234375,Q1
forged__63918,63918,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/63918.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63918.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/63918.npy,train,1200,1600,1920000,5769,0.0030046875,Q2
forged__64006,64006,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64006.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64006.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64006.npy,train,360,360,129600,10730,0.0827932098765432,Q3
forged__64026,64026,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64026.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64026.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64026.npy,train,512,697,356864,36706,0.10285711083213774,Q4
forged__6406,6406,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6406.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6406.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6406.npy,train,512,774,396288,30003,0.07571008963178294,Q4
forged__64084,64084,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64084.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64084.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64084.npy,train,1912,2568,4910016,61133,0.012450672258501804,Q4
forged__64098,64098,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64098.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64098.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64098.npy,train,256,320,81920,1808,0.0220703125,Q1
forged__64116,64116,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64116.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64116.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64116.npy,train,512,512,262144,1815,0.006923675537109375,Q1
forged__64120,64120,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64120.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64120.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64120.npy,train,360,360,129600,6465,0.04988425925925926,Q2
forged__64165,64165,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64165.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64165.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64165.npy,train,1717,447,767499,80730,0.10518580480235154,Q4
forged__64173,64173,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64173.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64173.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64173.npy,train,1912,2568,4910016,21097,0.004296727342640024,Q3
forged__64188,64188,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64188.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64188.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64188.npy,train,512,779,398848,5184,0.012997432605905006,Q2
forged__64194,64194,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64194.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64194.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64194.npy,train,256,256,65536,1777,0.0271148681640625,Q1
forged__64216,64216,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64216.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64216.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64216.npy,train,512,512,262144,1309,0.004993438720703125,Q1
forged__64233,64233,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64233.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64233.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64233.npy,train,520,696,361920,3137,0.00866766136162688,Q2
forged__64239,64239,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64239.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64239.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64239.npy,train,520,696,361920,2542,0.007023651635720601,Q1
forged__64272,64272,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64272.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64272.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64272.npy,train,512,715,366080,10972,0.02997159090909091,Q3
forged__64280,64280,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64280.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64280.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64280.npy,train,2592,3888,10077696,436294,0.04329303047045674,Q4
forged__64285,64285,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64285.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64285.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64285.npy,train,214,187,40018,5716,0.1428357239242341,Q2
forged__6432,6432,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6432.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6432.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6432.npy,train,1200,1600,1920000,4097,0.0021338541666666667,Q2
forged__64332,64332,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64332.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64332.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64332.npy,train,1200,1600,1920000,11590,0.006036458333333333,Q3
forged__64360,64360,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64360.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64360.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64360.npy,train,520,696,361920,2797,0.007728227232537578,Q2
forged__64362,64362,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64362.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64362.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64362.npy,train,1200,1600,1920000,11842,0.006167708333333333,Q3
forged__64449,64449,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64449.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64449.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64449.npy,train,256,256,65536,359,0.0054779052734375,Q1
forged__6448,6448,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6448.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6448.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6448.npy,train,256,256,65536,2512,0.038330078125,Q1
forged__64524,64524,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64524.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64524.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64524.npy,train,167,610,101870,15024,0.14748208501030727,Q3
forged__64589,64589,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64589.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64589.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64589.npy,train,2592,3888,10077696,392843,0.038981429882385815,Q4
forged__64601,64601,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64601.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64601.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64601.npy,train,1200,1600,1920000,6693,0.0034859375,Q2
forged__64649,64649,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64649.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64649.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64649.npy,train,520,696,361920,13238,0.03657714412024757,Q3
forged__64685,64685,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64685.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64685.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64685.npy,train,841,1177,989857,5415,0.005470487151174362,Q2
forged__64750,64750,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64750.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64750.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64750.npy,train,104,615,63960,13218,0.20666041275797373,Q3
forged__64756,64756,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64756.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64756.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64756.npy,train,512,554,283648,30124,0.10620205324909747,Q4
forged__6476,6476,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/6476.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6476.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/6476.npy,train,256,256,65536,810,0.012359619140625,Q1
forged__64821,64821,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/64821.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64821.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/64821.npy,train,657,1139,748323,4626,0.006181822555233502,Q2
