mask_file,mask_stem,mask_shape,mask_dtype,mask_min,mask_max,mask_unique_count,mask_unique_preview,nonzero_pixels,total_pixels,mask_area_ratio
54974.npy,54974,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3383,3840000,0.0008809895833333333
54998.npy,54998,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",12581,3840000,0.0032763020833333333
55005.npy,55005,"(2, 293, 380)",uint8,0.0,1.0,2,"[0, 1]",25287,222680,0.11355757140291001
55025.npy,55025,"(3, 512, 730)",uint8,0.0,1.0,2,"[0, 1]",11396,1121280,0.010163384703196348
55030.npy,55030,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",33184,4910016,0.006758430115095348
55031.npy,55031,"(2, 512, 640)",uint8,0.0,1.0,2,"[0, 1]",2521,655360,0.00384674072265625
55037.npy,55037,"(441, 260)",uint8,0.0,1.0,2,"[0, 1]",7418,114660,0.06469562183847898
5506.npy,5506,"(73, 464)",uint8,0.0,1.0,2,"[0, 1]",7139,33872,0.21076405290505432
55072.npy,55072,"(274, 750)",uint8,0.0,1.0,2,"[0, 1]",17354,205500,0.08444768856447689
55079.npy,55079,"(512, 741)",uint8,0.0,1.0,2,"[0, 1]",49754,379392,0.13114140519568152
55112.npy,55112,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",438,65536,0.006683349609375
55156.npy,55156,"(189, 1131)",uint8,0.0,1.0,2,"[0, 1]",9266,213759,0.0433478824283422
55165.npy,55165,"(274, 750)",uint8,0.0,1.0,2,"[0, 1]",20808,205500,0.10125547445255474
55175.npy,55175,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",111812,1332000,0.08394294294294294
55226.npy,55226,"(2, 132, 573)",uint8,0.0,1.0,2,"[0, 1]",15848,151272,0.10476492675445555
55232.npy,55232,"(512, 640)",uint8,0.0,1.0,2,"[0, 1]",3363,327680,0.0102630615234375
55247.npy,55247,"(3, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",2170,245760,0.008829752604166666
55249.npy,55249,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",53098,666000,0.07972672672672673
55291.npy,55291,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",996,262144,0.0037994384765625
55300.npy,55300,"(3, 1104, 1236)",uint8,0.0,1.0,2,"[0, 1]",2595,4093632,0.0006339114019042259
55317.npy,55317,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1259,131072,0.00960540771484375
55333.npy,55333,"(152, 1305)",uint8,0.0,1.0,2,"[0, 1]",14382,198360,0.07250453720508167
55380.npy,55380,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",53636,666000,0.08053453453453453
55394.npy,55394,"(2, 1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",72954,9820032,0.00742910002737262
55490.npy,55490,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4949,129600,0.03818672839506173
55494.npy,55494,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",5409,129600,0.04173611111111111
55497.npy,55497,"(2, 1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",5882,2097152,0.0028047561645507812
55536.npy,55536,"(2, 232, 835)",uint8,0.0,1.0,2,"[0, 1]",9416,387440,0.024303117902126782
55541.npy,55541,"(2, 850, 910)",uint8,0.0,1.0,2,"[0, 1]",2454,1547000,0.0015862960568842923
55585.npy,55585,"(3, 512, 547)",uint8,0.0,1.0,2,"[0, 1]",6186,840192,0.007362602833638026
55600.npy,55600,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",42061,666000,0.06315465465465465
55639.npy,55639,"(512, 733)",uint8,0.0,1.0,2,"[0, 1]",17440,375296,0.0464699863574352
55650.npy,55650,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",290888,10077696,0.02886453411573439
55651.npy,55651,"(200, 340)",uint8,0.0,1.0,2,"[0, 1]",3216,68000,0.04729411764705883
55655.npy,55655,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",82348,666000,0.12364564564564565
55667.npy,55667,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",58854,666000,0.08836936936936937
55674.npy,55674,"(117, 701)",uint8,0.0,1.0,2,"[0, 1]",12009,82017,0.1464208639672263
55684.npy,55684,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",534936,10077696,0.05308118046029569
55695.npy,55695,"(2, 393, 275)",uint8,0.0,1.0,2,"[0, 1]",18650,216150,0.08628267406893361
55712.npy,55712,"(512, 534)",uint8,0.0,1.0,2,"[0, 1]",6577,273408,0.024055623829588015
5573.npy,5573,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",2362,163840,0.01441650390625
55762.npy,55762,"(512, 724)",uint8,0.0,1.0,2,"[0, 1]",54496,370688,0.14701312154696133
55766.npy,55766,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4102,129600,0.03165123456790123
55790.npy,55790,"(568, 512)",uint8,0.0,1.0,2,"[0, 1]",40826,290816,0.14038429797535212
55806.npy,55806,"(238, 819)",uint8,0.0,1.0,2,"[0, 1]",41490,194922,0.21285437251823808
55816.npy,55816,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",85703,666000,0.12868318318318317
55818.npy,55818,"(287, 560)",uint8,0.0,1.0,2,"[0, 1]",7221,160720,0.04492906918865107
55931.npy,55931,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",2680,361920,0.007404951370468612
55949.npy,55949,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",16000,1920000,0.008333333333333333
56002.npy,56002,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",9697,3840000,0.0025252604166666665
5602.npy,5602,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",769,81920,0.00938720703125
56052.npy,56052,"(143, 883)",uint8,0.0,1.0,2,"[0, 1]",11298,126269,0.08947564326952775
56106.npy,56106,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",343,131072,0.00261688232421875
56127.npy,56127,"(451, 665)",uint8,0.0,1.0,2,"[0, 1]",3730,299915,0.012436857109514362
56145.npy,56145,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",14482,3840000,0.0037713541666666668
56173.npy,56173,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",354,65536,0.005401611328125
56181.npy,56181,"(205, 251)",uint8,0.0,1.0,2,"[0, 1]",925,51455,0.017976872995821593
56232.npy,56232,"(205, 382)",uint8,0.0,1.0,2,"[0, 1]",2951,78310,0.03768356531732857
5626.npy,5626,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",3368,259200,0.012993827160493828
56264.npy,56264,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",9526,361920,0.026320733863837313
56269.npy,56269,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1839,81920,0.02244873046875
56297.npy,56297,"(2, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",924,524288,0.00176239013671875
56310.npy,56310,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",1586,262144,0.00605010986328125
56311.npy,56311,"(131, 541)",uint8,0.0,1.0,2,"[0, 1]",1057,70871,0.014914421977959955
56339.npy,56339,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",227,131072,0.00173187255859375
56376.npy,56376,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",115763,666000,0.17381831831831832
56390.npy,56390,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",1130,1920000,0.0005885416666666667
56402.npy,56402,"(2, 512, 662)",uint8,0.0,1.0,2,"[0, 1]",3046,677888,0.004493367635951662
56438.npy,56438,"(273, 1615)",uint8,0.0,1.0,2,"[0, 1]",18480,440895,0.04191474160514408
56442.npy,56442,"(2, 1024, 1280)",uint8,0.0,1.0,2,"[0, 1]",21654,2621440,0.008260345458984375
56443.npy,56443,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",711,131072,0.00542449951171875
56452.npy,56452,"(3, 512, 518)",uint8,0.0,1.0,2,"[0, 1]",1350,795648,0.0016967302123552124
56472.npy,56472,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",2963,129600,0.022862654320987653
56515.npy,56515,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",10576,3840000,0.0027541666666666665
56544.npy,56544,"(810, 375)",uint8,0.0,1.0,2,"[0, 1]",20184,303750,0.06644938271604939
56549.npy,56549,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",119676,1332000,0.08984684684684685
56563.npy,56563,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",4900,1920000,0.0025520833333333333
56582.npy,56582,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",3880,361920,0.010720601237842617
56589.npy,56589,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",80398,666000,0.12071771771771772
56623.npy,56623,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",4442,3840000,0.0011567708333333334
56659.npy,56659,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",6050,1048576,0.0057697296142578125
56700.npy,56700,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1040,81920,0.0126953125
56712.npy,56712,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1436,65536,0.02191162109375
56723.npy,56723,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",2997,361920,0.008280835543766579
5675.npy,5675,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",965,131072,0.00736236572265625
56771.npy,56771,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",1055,262144,0.004024505615234375
56778.npy,56778,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",6232,81920,0.07607421875
56787.npy,56787,"(624, 734)",uint8,0.0,1.0,2,"[0, 1]",1264,458016,0.002759728917767065
56793.npy,56793,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",95894,1332000,0.0719924924924925
568.npy,568,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",6428,259200,0.02479938271604938
56838.npy,56838,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",15056,3840000,0.0039208333333333335
56839.npy,56839,"(79, 775)",uint8,0.0,1.0,2,"[0, 1]",9594,61225,0.156700694160882
56859.npy,56859,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",379,65536,0.0057830810546875
569.npy,569,"(125, 434)",uint8,0.0,1.0,2,"[0, 1]",28358,54250,0.5227281105990783
56903.npy,56903,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",155290,1332000,0.11658408408408408
56964.npy,56964,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",388,81920,0.004736328125
56992.npy,56992,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",24760,3840000,0.006447916666666667
56994.npy,56994,"(250, 231)",uint8,0.0,1.0,2,"[0, 1]",803,57750,0.013904761904761904
56997.npy,56997,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",19853,4910016,0.004043367679453591
57.npy,57,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1980,81920,0.024169921875
57011.npy,57011,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",496544,10077696,0.04927157953563989
57066.npy,57066,"(159, 1017)",uint8,0.0,1.0,2,"[0, 1]",23346,161703,0.14437580007792064
57076.npy,57076,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",75631,666000,0.11356006006006006
57078.npy,57078,"(124, 609)",uint8,0.0,1.0,2,"[0, 1]",23562,75516,0.3120133481646274
57085.npy,57085,"(2, 512, 668)",uint8,0.0,1.0,2,"[0, 1]",4938,684032,0.007218960516467066
5714.npy,5714,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",2424,1048576,0.00231170654296875
57143.npy,57143,"(512, 631)",uint8,0.0,1.0,2,"[0, 1]",8253,323072,0.025545389263074484
57172.npy,57172,"(311, 706)",uint8,0.0,1.0,2,"[0, 1]",19602,219566,0.08927611743166064
57239.npy,57239,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",6046,129600,0.04665123456790123
57262.npy,57262,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",309,65536,0.0047149658203125
57285.npy,57285,"(3, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",2124,196608,0.01080322265625
57317.npy,57317,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",353,65536,0.0053863525390625
57324.npy,57324,"(106, 679)",uint8,0.0,1.0,2,"[0, 1]",10354,71974,0.14385750409870232
57328.npy,57328,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",63806,666000,0.0958048048048048
5734.npy,5734,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",46023,666000,0.0691036036036036
57342.npy,57342,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",433,65536,0.0066070556640625
57390.npy,57390,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",920,65536,0.0140380859375
57398.npy,57398,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",50097,666000,0.07522072072072072
57505.npy,57505,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",1092,1920000,0.00056875
57512.npy,57512,"(2, 1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",132789,9820032,0.013522257361279474
5756.npy,5756,"(86, 398)",uint8,0.0,1.0,2,"[0, 1]",7278,34228,0.21263293210237233
57567.npy,57567,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",16296,5760000,0.0028291666666666665
57635.npy,57635,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",621328,10077696,0.0616537748310725
57643.npy,57643,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",61693,666000,0.09263213213213213
57652.npy,57652,"(112, 1596)",uint8,0.0,1.0,2,"[0, 1]",9374,178752,0.052441371285356246
57664.npy,57664,"(2, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",450,723840,0.000621684350132626
57681.npy,57681,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",1086,262144,0.00414276123046875
57713.npy,57713,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",24212,5760000,0.004203472222222222
5772.npy,5772,"(2, 512, 678)",uint8,0.0,1.0,2,"[0, 1]",5058,694272,0.007285329092920354
57729.npy,57729,"(3, 260, 347)",uint8,0.0,1.0,2,"[0, 1]",2606,270660,0.009628315968373605
5779.npy,5779,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",13216,5760000,0.0022944444444444444
57800.npy,57800,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",12320,262144,0.0469970703125
57823.npy,57823,"(96, 593)",uint8,0.0,1.0,2,"[0, 1]",20822,56928,0.3657602585722316
57824.npy,57824,"(2, 382, 298)",uint8,0.0,1.0,2,"[0, 1]",4316,227672,0.018957096173442496
57875.npy,57875,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",50041,666000,0.07513663663663664
57883.npy,57883,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3204,3840000,0.000834375
57892.npy,57892,"(2, 1423, 1619)",uint8,0.0,1.0,2,"[0, 1]",6993,4607674,0.001517685495979099
5792.npy,5792,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",11360,259200,0.043827160493827164
57927.npy,57927,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",28024,262144,0.106903076171875
57993.npy,57993,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",5499,361920,0.015193965517241378
58055.npy,58055,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",611,81920,0.00745849609375
58065.npy,58065,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",98481,666000,0.14786936936936937
5807.npy,5807,"(2, 512, 659)",uint8,0.0,1.0,2,"[0, 1]",9588,674816,0.014208317526555388
58081.npy,58081,"(88, 732)",uint8,0.0,1.0,2,"[0, 1]",3714,64416,0.0576564828614009
58090.npy,58090,"(3, 439, 419)",uint8,0.0,1.0,2,"[0, 1]",1657,551823,0.003002774440354969
58101.npy,58101,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",17100,5760000,0.00296875
58128.npy,58128,"(131, 911)",uint8,0.0,1.0,2,"[0, 1]",23868,119341,0.199998324130014
58142.npy,58142,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1466,81920,0.0178955078125
58180.npy,58180,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",536,129600,0.004135802469135802
58197.npy,58197,"(100, 655)",uint8,0.0,1.0,2,"[0, 1]",7058,65500,0.10775572519083969
58252.npy,58252,"(64, 434)",uint8,0.0,1.0,2,"[0, 1]",2610,27776,0.09396601382488479
58269.npy,58269,"(2, 1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",323796,9820032,0.03297300864192703
58293.npy,58293,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",10065,3840000,0.00262109375
58338.npy,58338,"(621, 513)",uint8,0.0,1.0,2,"[0, 1]",24924,318573,0.07823638538105866
58339.npy,58339,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",5157,163840,0.031475830078125
58378.npy,58378,"(1028, 1384)",uint8,0.0,1.0,2,"[0, 1]",123374,1422752,0.08671504239670723
58419.npy,58419,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",64348,666000,0.09661861861861862
58423.npy,58423,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",345,65536,0.0052642822265625
58425.npy,58425,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",9414,1920000,0.004903125
58445.npy,58445,"(512, 640)",uint8,0.0,1.0,2,"[0, 1]",3913,327680,0.0119415283203125
58486.npy,58486,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",1826,1048576,0.0017414093017578125
58493.npy,58493,"(232, 608)",uint8,0.0,1.0,2,"[0, 1]",18150,141056,0.12867230036297642
58501.npy,58501,"(3, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",109353,1998000,0.054731231231231234
58510.npy,58510,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",681,65536,0.0103912353515625
58544.npy,58544,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",2265,361920,0.006258289124668435
58545.npy,58545,"(319, 1713)",uint8,0.0,1.0,2,"[0, 1]",4144,546447,0.007583535091234832
58579.npy,58579,"(512, 682)",uint8,0.0,1.0,2,"[0, 1]",52362,349184,0.14995532441348974
58588.npy,58588,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",1286,163840,0.00784912109375
58593.npy,58593,"(2, 512, 635)",uint8,0.0,1.0,2,"[0, 1]",15288,650240,0.023511318897637794
5863.npy,5863,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",550339,10077696,0.054609605211349894
58662.npy,58662,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",1082,262144,0.00412750244140625
58677.npy,58677,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",3945,361920,0.010900198938992042
58692.npy,58692,"(151, 211)",uint8,0.0,1.0,2,"[0, 1]",1554,31861,0.048774363642070245
58697.npy,58697,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",5188,129600,0.040030864197530866
58710.npy,58710,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",6950,129600,0.053626543209876545
58718.npy,58718,"(512, 777)",uint8,0.0,1.0,2,"[0, 1]",4444,397824,0.011170768983268983
58723.npy,58723,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",2708,131072,0.020660400390625
58730.npy,58730,"(473, 925)",uint8,0.0,1.0,2,"[0, 1]",27360,437525,0.06253356951031369
58782.npy,58782,"(2, 2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",641300,20155392,0.031817788510389675
58876.npy,58876,"(874, 308)",uint8,0.0,1.0,2,"[0, 1]",3758,269192,0.01396029599690927
58888.npy,58888,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",15624,3840000,0.00406875
58894.npy,58894,"(134, 457)",uint8,0.0,1.0,2,"[0, 1]",6348,61238,0.10366112544498514
58910.npy,58910,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",301,65536,0.0045928955078125
58955.npy,58955,"(3, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1304,196608,0.006632486979166667
58975.npy,58975,"(2, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",2883,524288,0.0054988861083984375
59000.npy,59000,"(67, 449)",uint8,0.0,1.0,2,"[0, 1]",1646,30083,0.05471528770401888
59018.npy,59018,"(520, 512)",uint8,0.0,1.0,2,"[0, 1]",24357,266240,0.09148512620192308
5902.npy,5902,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",5884,81920,0.071826171875
59022.npy,59022,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",13396,5760000,0.0023256944444444445
59028.npy,59028,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",5747,361920,0.01587919982316534
59069.npy,59069,"(512, 711)",uint8,0.0,1.0,2,"[0, 1]",4069,364032,0.011177588783403657
59142.npy,59142,"(2, 512, 514)",uint8,0.0,1.0,2,"[0, 1]",53866,526336,0.10234147008754864
59144.npy,59144,"(2, 1024, 1280)",uint8,0.0,1.0,2,"[0, 1]",4342,2621440,0.001656341552734375
59148.npy,59148,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",3637,129600,0.02806327160493827
5915.npy,5915,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",34556,4910016,0.0070378589397672026
59183.npy,59183,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",52460,666000,0.07876876876876877
59193.npy,59193,"(2, 1602, 1525)",uint8,0.0,1.0,2,"[0, 1]",7843,4886100,0.0016051656740549722
59214.npy,59214,"(2, 2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",678275,20155392,0.03365228520487223
59255.npy,59255,"(3, 928, 650)",uint8,0.0,1.0,2,"[0, 1]",10279,1809600,0.0056802608311229
59297.npy,59297,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",549608,10077696,0.05453706879032668
59320.npy,59320,"(343, 1021)",uint8,0.0,1.0,2,"[0, 1]",28570,350203,0.08158125430107681
59327.npy,59327,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",49936,666000,0.07497897897897898
5937.npy,5937,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",770,65536,0.011749267578125
59375.npy,59375,"(547, 554)",uint8,0.0,1.0,2,"[0, 1]",623,303038,0.002055847781466351
59380.npy,59380,"(2, 331, 341)",uint8,0.0,1.0,2,"[0, 1]",3991,225742,0.017679474798663962
59381.npy,59381,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",434,65536,0.006622314453125
5939.npy,5939,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4143,129600,0.031967592592592596
59413.npy,59413,"(3, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",11282,1085760,0.010390878278809313
59453.npy,59453,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",8494,81920,0.1036865234375
59456.npy,59456,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",7200,259200,0.027777777777777776
59467.npy,59467,"(106, 616)",uint8,0.0,1.0,2,"[0, 1]",6882,65296,0.105396961529037
59531.npy,59531,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1193,65536,0.0182037353515625
59597.npy,59597,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",7674,3840000,0.0019984375
59617.npy,59617,"(258, 613)",uint8,0.0,1.0,2,"[0, 1]",28670,158154,0.1812790065379314
59619.npy,59619,"(4, 833, 989)",uint8,0.0,1.0,2,"[0, 1]",16134,3295348,0.004895992775269865
59645.npy,59645,"(512, 614)",uint8,0.0,1.0,2,"[0, 1]",23432,314368,0.07453684853420195
59651.npy,59651,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",63612,666000,0.09551351351351352
59655.npy,59655,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",15120,3840000,0.0039375
5967.npy,5967,"(3, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1836,196608,0.00933837890625
59679.npy,59679,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",304,65536,0.004638671875
59710.npy,59710,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",3373,131072,0.02573394775390625
59715.npy,59715,"(2, 512, 522)",uint8,0.0,1.0,2,"[0, 1]",2944,534528,0.005507662835249042
598.npy,598,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",101526,666000,0.15244144144144145
59832.npy,59832,"(512, 759)",uint8,0.0,1.0,2,"[0, 1]",2632,388608,0.006772891963109354
59840.npy,59840,"(227, 1161)",uint8,0.0,1.0,2,"[0, 1]",19466,263547,0.07386158825560526
59856.npy,59856,"(2, 1170, 1090)",uint8,0.0,1.0,2,"[0, 1]",4446,2550600,0.0017431192660550458
59910.npy,59910,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",675907,10077696,0.06706959606640248
59919.npy,59919,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",440414,10077696,0.043701854074582124
59951.npy,59951,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",69129,666000,0.1037972972972973
59969.npy,59969,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",78215,666000,0.11743993993993994
59979.npy,59979,"(419, 1608)",uint8,0.0,1.0,2,"[0, 1]",43248,673752,0.06418979090229046
59991.npy,59991,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",12540,3840000,0.003265625
60033.npy,60033,"(163, 930)",uint8,0.0,1.0,2,"[0, 1]",52282,151590,0.3448908239329771
60046.npy,60046,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",1616,361920,0.004465075154730327
60057.npy,60057,"(151, 477)",uint8,0.0,1.0,2,"[0, 1]",6678,72027,0.09271523178807947
6006.npy,6006,"(2, 287, 274)",uint8,0.0,1.0,2,"[0, 1]",3900,157276,0.024797171850759175
60075.npy,60075,"(203, 481)",uint8,0.0,1.0,2,"[0, 1]",6808,97643,0.06972338006820765
60076.npy,60076,"(109, 614)",uint8,0.0,1.0,2,"[0, 1]",8154,66926,0.12183605773540926
6011.npy,6011,"(263, 253)",uint8,0.0,1.0,2,"[0, 1]",3689,66539,0.05544116984024407
60113.npy,60113,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",5936,1048576,0.0056610107421875
60122.npy,60122,"(2, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",1319,723840,0.0018222259062776304
60154.npy,60154,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",2310,1920000,0.001203125
60193.npy,60193,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",101816,666000,0.15287687687687687
60195.npy,60195,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",775,65536,0.0118255615234375
60233.npy,60233,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",1119,262144,0.004268646240234375
60244.npy,60244,"(2, 529, 512)",uint8,0.0,1.0,2,"[0, 1]",13533,541696,0.024982647093572778
60265.npy,60265,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",9639,1048576,0.009192466735839844
60269.npy,60269,"(2, 512, 640)",uint8,0.0,1.0,2,"[0, 1]",1781,655360,0.00271759033203125
60298.npy,60298,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",19322,5760000,0.003354513888888889
6030.npy,6030,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",293,131072,0.00223541259765625
