image_file,mask_file,image_shape,mask_shape,image_hw,mask_hw,same_hw,status
56623.png,56623.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
56659.png,56659.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
56700.png,56700.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
56712.png,56712.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
56723.png,56723.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
5675.png,5675.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
56771.png,56771.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
56778.png,56778.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
56787.png,56787.npy,"(624, 734, 3)","(1, 624, 734)","(624, 734)","(624, 734)",True,ok
56793.png,56793.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
568.png,568.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
56838.png,56838.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
56839.png,56839.npy,"(79, 775, 3)","(1, 79, 775)","(79, 775)","(79, 775)",True,ok
56859.png,56859.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
569.png,569.npy,"(125, 434, 3)","(1, 125, 434)","(125, 434)","(125, 434)",True,ok
56903.png,56903.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
56964.png,56964.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
56992.png,56992.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
56994.png,56994.npy,"(250, 231, 3)","(1, 250, 231)","(250, 231)","(250, 231)",True,ok
56997.png,56997.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
57.png,57.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
57011.png,57011.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
57066.png,57066.npy,"(159, 1017, 3)","(1, 159, 1017)","(159, 1017)","(159, 1017)",True,ok
57076.png,57076.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
57078.png,57078.npy,"(124, 609, 3)","(1, 124, 609)","(124, 609)","(124, 609)",True,ok
57085.png,57085.npy,"(512, 668, 3)","(2, 512, 668)","(512, 668)","(2, 512)",False,shape_mismatch
5714.png,5714.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
57143.png,57143.npy,"(512, 631, 3)","(1, 512, 631)","(512, 631)","(512, 631)",True,ok
57172.png,57172.npy,"(311, 706, 3)","(1, 311, 706)","(311, 706)","(311, 706)",True,ok
57239.png,57239.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
57262.png,57262.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
57285.png,57285.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
57317.png,57317.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
57324.png,57324.npy,"(106, 679, 3)","(1, 106, 679)","(106, 679)","(106, 679)",True,ok
57328.png,57328.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
5734.png,5734.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
57342.png,57342.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
57390.png,57390.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
57398.png,57398.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
57505.png,57505.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
57512.png,57512.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
5756.png,5756.npy,"(86, 398, 3)","(1, 86, 398)","(86, 398)","(86, 398)",True,ok
57567.png,57567.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
57635.png,57635.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
57643.png,57643.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
57652.png,57652.npy,"(112, 1596, 3)","(1, 112, 1596)","(112, 1596)","(112, 1596)",True,ok
57664.png,57664.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
57681.png,57681.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
57713.png,57713.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
5772.png,5772.npy,"(512, 678, 3)","(2, 512, 678)","(512, 678)","(2, 512)",False,shape_mismatch
57729.png,57729.npy,"(260, 347, 4)","(3, 260, 347)","(260, 347)","(3, 260)",False,shape_mismatch
5779.png,5779.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
57800.png,57800.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
57823.png,57823.npy,"(96, 593, 3)","(1, 96, 593)","(96, 593)","(96, 593)",True,ok
57824.png,57824.npy,"(382, 298, 3)","(2, 382, 298)","(382, 298)","(2, 382)",False,shape_mismatch
57875.png,57875.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
57883.png,57883.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
57892.png,57892.npy,"(1423, 1619, 3)","(2, 1423, 1619)","(1423, 1619)","(2, 1423)",False,shape_mismatch
5792.png,5792.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
57927.png,57927.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
57993.png,57993.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
58055.png,58055.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
58065.png,58065.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
5807.png,5807.npy,"(512, 659, 3)","(2, 512, 659)","(512, 659)","(2, 512)",False,shape_mismatch
58081.png,58081.npy,"(88, 732, 3)","(1, 88, 732)","(88, 732)","(88, 732)",True,ok
58090.png,58090.npy,"(439, 419, 3)","(3, 439, 419)","(439, 419)","(3, 439)",False,shape_mismatch
58101.png,58101.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
58128.png,58128.npy,"(131, 911, 3)","(1, 131, 911)","(131, 911)","(131, 911)",True,ok
58142.png,58142.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
58180.png,58180.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
58197.png,58197.npy,"(100, 655, 3)","(1, 100, 655)","(100, 655)","(100, 655)",True,ok
58252.png,58252.npy,"(64, 434, 3)","(1, 64, 434)","(64, 434)","(64, 434)",True,ok
58269.png,58269.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
58293.png,58293.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
58338.png,58338.npy,"(621, 513, 3)","(1, 621, 513)","(621, 513)","(621, 513)",True,ok
58339.png,58339.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
58378.png,58378.npy,"(1028, 1384, 3)","(1, 1028, 1384)","(1028, 1384)","(1028, 1384)",True,ok
58419.png,58419.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
58423.png,58423.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
58425.png,58425.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
58445.png,58445.npy,"(512, 640, 4)","(1, 512, 640)","(512, 640)","(512, 640)",True,ok
58486.png,58486.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
58493.png,58493.npy,"(232, 608, 3)","(1, 232, 608)","(232, 608)","(232, 608)",True,ok
58501.png,58501.npy,"(666, 1000, 3)","(3, 666, 1000)","(666, 1000)","(3, 666)",False,shape_mismatch
58510.png,58510.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
58544.png,58544.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
58545.png,58545.npy,"(319, 1713, 3)","(1, 319, 1713)","(319, 1713)","(319, 1713)",True,ok
58579.png,58579.npy,"(512, 682, 3)","(1, 512, 682)","(512, 682)","(512, 682)",True,ok
58588.png,58588.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
58593.png,58593.npy,"(512, 635, 3)","(2, 512, 635)","(512, 635)","(2, 512)",False,shape_mismatch
5863.png,5863.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
58662.png,58662.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
58677.png,58677.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
58692.png,58692.npy,"(151, 211, 3)","(1, 151, 211)","(151, 211)","(151, 211)",True,ok
58697.png,58697.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
58710.png,58710.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
58718.png,58718.npy,"(512, 777, 3)","(1, 512, 777)","(512, 777)","(512, 777)",True,ok
58723.png,58723.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
58730.png,58730.npy,"(473, 925, 3)","(1, 473, 925)","(473, 925)","(473, 925)",True,ok
58782.png,58782.npy,"(2592, 3888, 3)","(2, 2592, 3888)","(2592, 3888)","(2, 2592)",False,shape_mismatch
58876.png,58876.npy,"(874, 308, 3)","(1, 874, 308)","(874, 308)","(874, 308)",True,ok
58888.png,58888.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
58894.png,58894.npy,"(134, 457, 3)","(1, 134, 457)","(134, 457)","(134, 457)",True,ok
58910.png,58910.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
58955.png,58955.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
58975.png,58975.npy,"(512, 512)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
59000.png,59000.npy,"(67, 449, 3)","(1, 67, 449)","(67, 449)","(67, 449)",True,ok
59018.png,59018.npy,"(520, 512, 3)","(1, 520, 512)","(520, 512)","(520, 512)",True,ok
5902.png,5902.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
59022.png,59022.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
59028.png,59028.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
59069.png,59069.npy,"(512, 711, 3)","(1, 512, 711)","(512, 711)","(512, 711)",True,ok
59142.png,59142.npy,"(512, 514, 3)","(2, 512, 514)","(512, 514)","(2, 512)",False,shape_mismatch
59144.png,59144.npy,"(1024, 1280, 3)","(2, 1024, 1280)","(1024, 1280)","(2, 1024)",False,shape_mismatch
59148.png,59148.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
5915.png,5915.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
59183.png,59183.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
59193.png,59193.npy,"(1602, 1525, 3)","(2, 1602, 1525)","(1602, 1525)","(2, 1602)",False,shape_mismatch
59214.png,59214.npy,"(2592, 3888, 3)","(2, 2592, 3888)","(2592, 3888)","(2, 2592)",False,shape_mismatch
59255.png,59255.npy,"(928, 650, 3)","(3, 928, 650)","(928, 650)","(3, 928)",False,shape_mismatch
59297.png,59297.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
59320.png,59320.npy,"(343, 1021, 3)","(1, 343, 1021)","(343, 1021)","(343, 1021)",True,ok
59327.png,59327.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
5937.png,5937.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
59375.png,59375.npy,"(547, 554, 3)","(1, 547, 554)","(547, 554)","(547, 554)",True,ok
59380.png,59380.npy,"(331, 341, 3)","(2, 331, 341)","(331, 341)","(2, 331)",False,shape_mismatch
59381.png,59381.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
5939.png,5939.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
59413.png,59413.npy,"(520, 696, 4)","(3, 520, 696)","(520, 696)","(3, 520)",False,shape_mismatch
59453.png,59453.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
59456.png,59456.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
59467.png,59467.npy,"(106, 616, 3)","(1, 106, 616)","(106, 616)","(106, 616)",True,ok
59531.png,59531.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
59597.png,59597.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
59617.png,59617.npy,"(258, 613, 3)","(1, 258, 613)","(258, 613)","(258, 613)",True,ok
59619.png,59619.npy,"(833, 989, 3)","(4, 833, 989)","(833, 989)","(4, 833)",False,shape_mismatch
59645.png,59645.npy,"(512, 614, 3)","(1, 512, 614)","(512, 614)","(512, 614)",True,ok
59651.png,59651.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
59655.png,59655.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
5967.png,5967.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
59679.png,59679.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
59710.png,59710.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
59715.png,59715.npy,"(512, 522, 3)","(2, 512, 522)","(512, 522)","(2, 512)",False,shape_mismatch
598.png,598.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
59832.png,59832.npy,"(512, 759, 3)","(1, 512, 759)","(512, 759)","(512, 759)",True,ok
59840.png,59840.npy,"(227, 1161, 3)","(1, 227, 1161)","(227, 1161)","(227, 1161)",True,ok
59856.png,59856.npy,"(1170, 1090, 3)","(2, 1170, 1090)","(1170, 1090)","(2, 1170)",False,shape_mismatch
59910.png,59910.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
59919.png,59919.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
59951.png,59951.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
59969.png,59969.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
59979.png,59979.npy,"(419, 1608, 3)","(1, 419, 1608)","(419, 1608)","(419, 1608)",True,ok
59991.png,59991.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
60033.png,60033.npy,"(163, 930, 3)","(1, 163, 930)","(163, 930)","(163, 930)",True,ok
60046.png,60046.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
60057.png,60057.npy,"(151, 477, 3)","(1, 151, 477)","(151, 477)","(151, 477)",True,ok
6006.png,6006.npy,"(287, 274, 3)","(2, 287, 274)","(287, 274)","(2, 287)",False,shape_mismatch
60075.png,60075.npy,"(203, 481, 3)","(1, 203, 481)","(203, 481)","(203, 481)",True,ok
60076.png,60076.npy,"(109, 614, 3)","(1, 109, 614)","(109, 614)","(109, 614)",True,ok
6011.png,6011.npy,"(263, 253, 3)","(1, 263, 253)","(263, 253)","(263, 253)",True,ok
60113.png,60113.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
60122.png,60122.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
60154.png,60154.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
60193.png,60193.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
60195.png,60195.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
60233.png,60233.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
60244.png,60244.npy,"(529, 512, 3)","(2, 529, 512)","(529, 512)","(2, 529)",False,shape_mismatch
60265.png,60265.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
60269.png,60269.npy,"(512, 640, 4)","(2, 512, 640)","(512, 640)","(2, 512)",False,shape_mismatch
60298.png,60298.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
6030.png,6030.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
60319.png,60319.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
60323.png,60323.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
60327.png,60327.npy,"(512, 772, 3)","(2, 512, 772)","(512, 772)","(2, 512)",False,shape_mismatch
60340.png,60340.npy,"(821, 932, 3)","(2, 821, 932)","(821, 932)","(2, 821)",False,shape_mismatch
60378.png,60378.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
60399.png,60399.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
60408.png,60408.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
60434.png,60434.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
60457.png,60457.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
60486.png,60486.npy,"(928, 650, 3)","(1, 928, 650)","(928, 650)","(928, 650)",True,ok
60501.png,60501.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
60527.png,60527.npy,"(180, 901, 3)","(1, 180, 901)","(180, 901)","(180, 901)",True,ok
60539.png,60539.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
6060.png,6060.npy,"(119, 726, 3)","(1, 119, 726)","(119, 726)","(119, 726)",True,ok
60687.png,60687.npy,"(1024, 1024, 3)","(2, 1024, 1024)","(1024, 1024)","(2, 1024)",False,shape_mismatch
60701.png,60701.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
60705.png,60705.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
60760.png,60760.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
60829.png,60829.npy,"(173, 194, 3)","(1, 173, 194)","(173, 194)","(173, 194)",True,ok
60867.png,60867.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
60927.png,60927.npy,"(173, 74, 3)","(1, 173, 74)","(173, 74)","(173, 74)",True,ok
60947.png,60947.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
60954.png,60954.npy,"(222, 1401, 3)","(1, 222, 1401)","(222, 1401)","(222, 1401)",True,ok
60986.png,60986.npy,"(157, 515, 3)","(2, 157, 515)","(157, 515)","(2, 157)",False,shape_mismatch
60993.png,60993.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
610.png,610.npy,"(185, 497, 3)","(1, 185, 497)","(185, 497)","(185, 497)",True,ok
61022.png,61022.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
61028.png,61028.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
6103.png,6103.npy,"(209, 538, 3)","(1, 209, 538)","(209, 538)","(209, 538)",True,ok
61030.png,61030.npy,"(211, 344, 3)","(2, 211, 344)","(211, 344)","(2, 211)",False,shape_mismatch
61072.png,61072.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
61078.png,61078.npy,"(318, 338, 3)","(1, 318, 338)","(318, 338)","(318, 338)",True,ok
6111.png,6111.npy,"(512, 640, 4)","(2, 512, 640)","(512, 640)","(2, 512)",False,shape_mismatch
61134.png,61134.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
61166.png,61166.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
6117.png,6117.npy,"(116, 757, 3)","(1, 116, 757)","(116, 757)","(116, 757)",True,ok
61212.png,61212.npy,"(398, 265, 3)","(1, 398, 265)","(398, 265)","(398, 265)",True,ok
61221.png,61221.npy,"(512, 632, 3)","(2, 512, 632)","(512, 632)","(2, 512)",False,shape_mismatch
61270.png,61270.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
61298.png,61298.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
6130.png,6130.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
61326.png,61326.npy,"(512, 512, 3)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
61338.png,61338.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
61355.png,61355.npy,"(363, 576, 3)","(1, 363, 576)","(363, 576)","(363, 576)",True,ok
61450.png,61450.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
61492.png,61492.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
61506.png,61506.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
61540.png,61540.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
61566.png,61566.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
6159.png,6159.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
61595.png,61595.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
6164.png,6164.npy,"(512, 591, 3)","(1, 512, 591)","(512, 591)","(512, 591)",True,ok
61674.png,61674.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
61725.png,61725.npy,"(512, 687, 3)","(1, 512, 687)","(512, 687)","(512, 687)",True,ok
61741.png,61741.npy,"(475, 1413, 3)","(1, 475, 1413)","(475, 1413)","(475, 1413)",True,ok
61744.png,61744.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
61868.png,61868.npy,"(512, 684, 3)","(1, 512, 684)","(512, 684)","(512, 684)",True,ok
6187.png,6187.npy,"(163, 1382, 3)","(1, 163, 1382)","(163, 1382)","(163, 1382)",True,ok
61883.png,61883.npy,"(512, 515, 3)","(1, 512, 515)","(512, 515)","(512, 515)",True,ok
6190.png,6190.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
61903.png,61903.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
61946.png,61946.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
61966.png,61966.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
61997.png,61997.npy,"(162, 187, 3)","(1, 162, 187)","(162, 187)","(162, 187)",True,ok
62029.png,62029.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
62032.png,62032.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
62064.png,62064.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
62095.png,62095.npy,"(79, 679, 3)","(1, 79, 679)","(79, 679)","(79, 679)",True,ok
6212.png,6212.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
62151.png,62151.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
62161.png,62161.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
62164.png,62164.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
62195.png,62195.npy,"(512, 687, 3)","(1, 512, 687)","(512, 687)","(512, 687)",True,ok
62249.png,62249.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
62273.png,62273.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
62276.png,62276.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
62284.png,62284.npy,"(131, 1578, 3)","(1, 131, 1578)","(131, 1578)","(131, 1578)",True,ok
62327.png,62327.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
62330.png,62330.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
62358.png,62358.npy,"(1028, 1384, 3)","(1, 1028, 1384)","(1028, 1384)","(1028, 1384)",True,ok
62359.png,62359.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
62463.png,62463.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
62504.png,62504.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
